"regional"	"zonal"	"mo_oficina"	"mo_nombre_oficina"	"Banca_cliente"	"Saldo_total"	"Saldo_vencido"	"Obligaciones_Total"	"Obligaciones_vencidas"	"mo_fecha_de_proceso"
"Sur"	"Tolima Centro"	6601.00	"IBAGUE SUCURSAL"	"PERSONAL"	12822338177.82	886269875.35	1783	184.00	31/12/2020 00:00:00
"Sur"	"Tolima Centro"	6607.00	"CAJAMARCA"	"PERSONAL"	3332036782.92	207783923.92	827	113.00	31/12/2020 00:00:00
"Sur"	"Tolima Centro"	6609.00	"ICONONZO"	"PERSONAL"	2170360784.06	168277533.16	660	66.00	31/12/2020 00:00:00
"Sur"	"Tolima Centro"	6631.00	"COELLO"	"PERSONAL"	1037282604.32	59299478.65	311	28.00	31/12/2020 00:00:00
"Sur"	"Tolima Centro"	6632.00	"VILLARRICA-TOLIMA"	"PERSONAL"	1793876737.87	180235396.61	520	68.00	31/12/2020 00:00:00
"Sur"	"Tolima Centro"	6634.00	"CUNDAY"	"PERSONAL"	1316702744.61	55878297.95	308	23.00	31/12/2020 00:00:00
"Sur"	"Tolima Centro"	6635.00	"ESPINAL"	"PERSONAL"	5176070687.03	319219415.09	849	76.00	31/12/2020 00:00:00
"Sur"	"Tolima Centro"	6640.00	"CARMEN DE APICALA"	"PERSONAL"	2083583452.69	147977756.57	381	30.00	31/12/2020 00:00:00
"Sur"	"Tolima Centro"	6647.00	"RONCESVALLES"	"PERSONAL"	1738399865.55	274337979.33	638	124.00	31/12/2020 00:00:00
"Sur"	"Tolima Centro"	6653.00	"SAN LUIS (TOLIMA)"	"PERSONAL"	1576529964.38	109282132.32	366	30.00	31/12/2020 00:00:00
"Sur"	"Tolima Centro"	6657.00	"SUAREZ (TOLIMA)"	"PERSONAL"	867773543.53	90593262.33	334	48.00	31/12/2020 00:00:00
"Sur"	"Tolima Centro"	6660.00	"ROVIRA"	"PERSONAL"	3123309037.53	333732703.37	1034	137.00	31/12/2020 00:00:00
"Sur"	"Tolima Centro"	6680.00	"VALLE DE SAN JUAN"	"PERSONAL"	1264419132.26	170132616.30	410	31.00	31/12/2020 00:00:00
"Sur"	"Tolima Norte"	6605.00	"ALVARADO"	"PERSONAL"	1513400708.97	172152943.25	362	64.00	31/12/2020 00:00:00
"Sur"	"Tolima Norte"	6606.00	"LERIDA"	"PERSONAL"	1506170792.43	51759251.00	176	5.00	31/12/2020 00:00:00
"Sur"	"Tolima Norte"	6608.00	"MARIQUITA"	"PERSONAL"	1905683775.42	65682727.34	227	15.00	31/12/2020 00:00:00
"Sur"	"Tolima Norte"	6610.00	"HONDA"	"PERSONAL"	1615343016.75	16115958.79	159	4.00	31/12/2020 00:00:00
"Sur"	"Tolima Norte"	6618.00	"MURILLO"	"PERSONAL"	976854157.91	164966956.51	264	57.00	31/12/2020 00:00:00
"Sur"	"Tolima Norte"	6622.00	"FALAN"	"PERSONAL"	1219381132.34	205063989.97	439	97.00	31/12/2020 00:00:00
"Sur"	"Tolima Norte"	6624.00	"PALOCABILDO"	"PERSONAL"	1945561812.46	403578626.71	653	160.00	31/12/2020 00:00:00
"Sur"	"Tolima Norte"	6626.00	"CASABIANCA"	"PERSONAL"	1321089940.50	187523071.37	447	73.00	31/12/2020 00:00:00
"Sur"	"Tolima Norte"	6627.00	"ANZOATEGUI"	"PERSONAL"	1951426605.51	193904254.46	754	84.00	31/12/2020 00:00:00
"Sur"	"Tolima Norte"	6628.00	"VILLAHERMOSA"	"PERSONAL"	1355219420.14	135920486.83	423	71.00	31/12/2020 00:00:00
"Sur"	"Tolima Norte"	6630.00	"GUAYABAL"	"PERSONAL"	2184793416.10	363714692.69	548	102.00	31/12/2020 00:00:00
"Sur"	"Tolima Norte"	6638.00	"LIBANO"	"PERSONAL"	2091638380.79	222208287.54	481	87.00	31/12/2020 00:00:00
"Sur"	"Tolima Norte"	6641.00	"PIEDRAS"	"PERSONAL"	956861923.37	44486780.08	182	22.00	31/12/2020 00:00:00
"Sur"	"Tolima Norte"	6651.00	"FRESNO"	"PERSONAL"	2055558671.93	285328921.00	677	160.00	31/12/2020 00:00:00
"Sur"	"Tolima Norte"	6654.00	"SANTA ISABEL"	"PERSONAL"	1660811940.36	109717580.62	360	39.00	31/12/2020 00:00:00
"Sur"	"Tolima Norte"	6670.00	"VENADILLO"	"PERSONAL"	2122127165.50	151221753.94	452	80.00	31/12/2020 00:00:00
"Sur"	"Tolima Sur"	6613.00	"CHAPARRAL"	"PERSONAL"	3563209853.71	326109139.21	913	155.00	31/12/2020 00:00:00
"Sur"	"Tolima Sur"	6617.00	"GUAMO"	"PERSONAL"	2354431632.64	111764960.61	360	40.00	31/12/2020 00:00:00
"Sur"	"Tolima Sur"	6619.00	"NATAGAIMA"	"PERSONAL"	2341702023.74	216981425.27	603	76.00	31/12/2020 00:00:00
"Sur"	"Tolima Sur"	6621.00	"ORTEGA"	"PERSONAL"	2476803348.09	243229677.31	963	128.00	31/12/2020 00:00:00
"Sur"	"Tolima Sur"	6623.00	"ALPUJARRA"	"PERSONAL"	1260096649.88	136120738.18	340	24.00	31/12/2020 00:00:00
"Sur"	"Tolima Sur"	6625.00	"PURIFICACION"	"PERSONAL"	2349870539.66	175990545.59	553	51.00	31/12/2020 00:00:00
"Sur"	"Tolima Sur"	6633.00	"COYAIMA"	"PERSONAL"	1379789194.49	102399683.62	247	35.00	31/12/2020 00:00:00
"Sur"	"Tolima Sur"	6639.00	"HERRERA"	"PERSONAL"	972301854.65	166980993.77	379	63.00	31/12/2020 00:00:00
"Sur"	"Tolima Sur"	6642.00	"PLANADAS"	"PERSONAL"	3474442500.79	444895884.23	1244	226.00	31/12/2020 00:00:00
"Sur"	"Tolima Sur"	6645.00	"PRADO"	"PERSONAL"	1962464128.85	196097514.81	486	72.00	31/12/2020 00:00:00
"Sur"	"Tolima Sur"	6646.00	"RIOBLANCO"	"PERSONAL"	2544114106.92	235683750.65	990	131.00	31/12/2020 00:00:00
"Sur"	"Tolima Sur"	6648.00	"DOLORES"	"PERSONAL"	1913930669.96	158105694.80	554	65.00	31/12/2020 00:00:00
"Sur"	"Tolima Sur"	6649.00	"ATACO"	"PERSONAL"	3002432150.12	536163137.27	1098	271.00	31/12/2020 00:00:00
"Sur"	"Tolima Sur"	6650.00	"SALDANA"	"PERSONAL"	2023926883.47	121359625.65	368	39.00	31/12/2020 00:00:00
"Sur"	"Tolima Sur"	6652.00	"SAN ANTONIO"	"PERSONAL"	1485044968.56	98832957.32	614	52.00	31/12/2020 00:00:00
