"regional"	"zonal"	"mo_oficina"	"mo_nombre_oficina"	"Banca_cliente"	"Saldo_total"	"Saldo_vencido"	"Obligaciones_Total"	"Obligaciones_vencidas"	"mo_fecha_de_proceso"
"Oriente"	"Casanare"	8601.00	"AGUAZUL"	"PERSONAL"	1214484232.94	49911669.00	145	12.00	31/12/2021 00:00:00
"Oriente"	"Casanare"	8603.00	"YOPAL SUCURSAL"	"PERSONAL"	5853197750.02	281331325.00	503	56.00	31/12/2021 00:00:00
"Oriente"	"Casanare"	8610.00	"HATO COROZAL"	"PERSONAL"	1034528410.14	7064827.00	84	3.00	31/12/2021 00:00:00
"Oriente"	"Casanare"	8615.00	"MANI"	"PERSONAL"	1146991945.17	17347406.30	103	6.00	31/12/2021 00:00:00
"Oriente"	"Casanare"	8620.00	"MONTERREY"	"PERSONAL"	1616249577.77	171289193.66	205	16.00	31/12/2021 00:00:00
"Oriente"	"Casanare"	8623.00	"NUNCHIA"	"PERSONAL"	641351177.77	0.00	64	0.00	31/12/2021 00:00:00
"Oriente"	"Casanare"	8640.00	"VILLANUEVA (CASANARE)"	"PERSONAL"	2390137260.46	132456090.66	264	26.00	31/12/2021 00:00:00
"Oriente"	"Casanare"	8645.00	"PAZ DE ARIPORO"	"PERSONAL"	1637671796.39	56346718.76	186	16.00	31/12/2021 00:00:00
"Oriente"	"Casanare"	8646.00	"PORE"	"PERSONAL"	469167998.04	7459512.00	51	2.00	31/12/2021 00:00:00
"Oriente"	"Casanare"	8648.00	"SABANALARGA (CASANARE)"	"PERSONAL"	780718113.84	2387627.69	74	2.00	31/12/2021 00:00:00
"Oriente"	"Casanare"	8650.00	"SAN LUIS DE PALENQUE"	"PERSONAL"	413037200.63	28691868.27	49	4.00	31/12/2021 00:00:00
"Oriente"	"Casanare"	8660.00	"TAMARA"	"PERSONAL"	730917863.40	0.00	51	0.00	31/12/2021 00:00:00
"Oriente"	"Casanare"	8663.00	"TAURAMENA"	"PERSONAL"	1120417299.66	203236442.71	121	21.00	31/12/2021 00:00:00
"Oriente"	"Casanare"	8665.00	"TRINIDAD"	"PERSONAL"	1168324604.89	63085344.95	120	11.00	31/12/2021 00:00:00
"Santanderes"	"Barrancabermeja"	1255.00	"SAN PABLO (BOLIVAR)"	"PERSONAL"	1401584833.00	19704026.00	154	5.00	31/12/2021 00:00:00
"Santanderes"	"Barrancabermeja"	1265.00	"SIMITI"	"PERSONAL"	531426989.53	15400486.00	70	3.00	31/12/2021 00:00:00
"Santanderes"	"Barrancabermeja"	1270.00	"SANTA ROSA DEL SUR"	"PERSONAL"	1800296559.08	30217523.68	163	11.00	31/12/2021 00:00:00
"Santanderes"	"Barrancabermeja"	1394.00	"YONDO"	"PERSONAL"	634364109.63	0.00	51	0.00	31/12/2021 00:00:00
"Santanderes"	"Barrancabermeja"	6020.00	"BARRANCABERMEJA"	"PERSONAL"	2734671117.30	238099365.33	240	20.00	31/12/2021 00:00:00
"Santanderes"	"Barrancabermeja"	6022.00	"SAN VICENTE DE CHUCURI"	"PERSONAL"	2588193672.73	57375658.99	190	9.00	31/12/2021 00:00:00
"Santanderes"	"Barrancabermeja"	6026.00	"CIMITARRA"	"PERSONAL"	1025556176.97	22011102.99	73	3.00	31/12/2021 00:00:00
"Santanderes"	"Barrancabermeja"	6038.00	"PUERTO WILCHES"	"PERSONAL"	2854268200.77	138748911.19	288	17.00	31/12/2021 00:00:00
"Santanderes"	"Barrancabermeja"	6040.00	"SABANA DE TORRES"	"PERSONAL"	393480371.78	8942683.00	67	4.00	31/12/2021 00:00:00
"Santanderes"	"Barrancabermeja"	6062.00	"LANDAZURI"	"PERSONAL"	1145667796.07	7262793.13	85	2.00	31/12/2021 00:00:00
"Santanderes"	"Barrancabermeja"	6080.00	"EL CARMEN DE CHUCURI"	"PERSONAL"	861876904.55	43926941.20	75	2.00	31/12/2021 00:00:00
"Santanderes"	"Bucaramanga"	5121.00	"CACHIRA"	"PERSONAL"	440266577.31	1619155.00	43	1.00	31/12/2021 00:00:00
"Santanderes"	"Bucaramanga"	6001.00	"BUCARAMANGA SUCURSAL"	"PERSONAL"	12852997243.34	953457699.84	757	64.00	31/12/2021 00:00:00
"Santanderes"	"Bucaramanga"	6005.00	"RIONEGRO - SANTANDER"	"PERSONAL"	1121447029.00	31254839.00	136	7.00	31/12/2021 00:00:00
"Santanderes"	"Bucaramanga"	6011.00	"GIRON"	"PERSONAL"	1866752862.49	86286624.94	182	11.00	31/12/2021 00:00:00
"Santanderes"	"Bucaramanga"	6012.00	"CENTRAL DE ABASTOS BUCARAMANGA"	"PERSONAL"	648957706.00	5415728.00	53	1.00	31/12/2021 00:00:00
"Santanderes"	"Bucaramanga"	6013.00	"LEBRIJA"	"PERSONAL"	1035705358.67	2150807.00	82	1.00	31/12/2021 00:00:00
"Santanderes"	"Bucaramanga"	6015.00	"FLORIDABLANCA"	"PERSONAL"	3972007716.47	122103493.00	341	17.00	31/12/2021 00:00:00
"Santanderes"	"Bucaramanga"	6017.00	"PIEDECUESTA"	"PERSONAL"	2443089498.42	47341022.00	253	6.00	31/12/2021 00:00:00
"Santanderes"	"Bucaramanga"	6027.00	"BETULIA"	"PERSONAL"	378139347.69	0.00	40	0.00	31/12/2021 00:00:00
"Santanderes"	"Bucaramanga"	6048.00	"ZAPATOCA"	"PERSONAL"	1504639748.27	0.00	142	0.00	31/12/2021 00:00:00
"Santanderes"	"Bucaramanga"	6053.00	"GUACA"	"PERSONAL"	379638975.68	0.00	35	0.00	31/12/2021 00:00:00
"Santanderes"	"Bucaramanga"	6063.00	"LOS SANTOS"	"PERSONAL"	901057172.95	8123515.00	79	2.00	31/12/2021 00:00:00
"Santanderes"	"Bucaramanga"	6064.00	"MATANZA"	"PERSONAL"	524921752.25	0.00	45	0.00	31/12/2021 00:00:00
"Santanderes"	"Bucaramanga"	6066.00	"MOLAGAVITA"	"PERSONAL"	107196618.41	0.00	17	0.00	31/12/2021 00:00:00
"Santanderes"	"Bucaramanga"	6068.00	"SAN ANDRES (SANTANDER)"	"PERSONAL"	1205748268.75	14203634.37	103	4.00	31/12/2021 00:00:00
"Santanderes"	"Bucaramanga"	6077.00	"SURATA"	"PERSONAL"	437505930.42	7461735.52	52	2.00	31/12/2021 00:00:00
"Santanderes"	"Bucaramanga"	6078.00	"TONA"	"PERSONAL"	377041161.67	17966937.00	36	4.00	31/12/2021 00:00:00
"Santanderes"	"Bucaramanga"	6079.00	"VETAS"	"PERSONAL"	461591173.44	0.00	45	0.00	31/12/2021 00:00:00
"Santanderes"	"Cucuta  Santanderes"	5101.00	"CUCUTA SUCURSAL"	"PERSONAL"	7839366482.33	543910685.04	805	89.00	31/12/2021 00:00:00
"Santanderes"	"Cucuta  Santanderes"	5105.00	"PUERTO SANTANDER"	"PERSONAL"	349585946.00	52987649.00	55	11.00	31/12/2021 00:00:00
"Santanderes"	"Cucuta  Santanderes"	5108.00	"BOCHALEMA"	"PERSONAL"	515056105.11	0.00	48	0.00	31/12/2021 00:00:00
"Santanderes"	"Cucuta  Santanderes"	5110.00	"EL ZULIA"	"PERSONAL"	1476992851.08	87034869.17	190	26.00	31/12/2021 00:00:00
"Santanderes"	"Cucuta  Santanderes"	5112.00	"ARBOLEDAS"	"PERSONAL"	539857710.97	0.00	60	0.00	31/12/2021 00:00:00
"Santanderes"	"Cucuta  Santanderes"	5113.00	"CENTRAL DE ABASTOS CUCUTA"	"PERSONAL"	980572076.00	36094292.00	77	2.00	31/12/2021 00:00:00
"Santanderes"	"Cucuta  Santanderes"	5114.00	"DURANIA"	"PERSONAL"	353402145.02	1807354.83	36	2.00	31/12/2021 00:00:00
"Santanderes"	"Cucuta  Santanderes"	5115.00	"CHINACOTA"	"PERSONAL"	2665971984.66	92884415.20	304	15.00	31/12/2021 00:00:00
"Santanderes"	"Cucuta  Santanderes"	5125.00	"GRAMALOTE"	"PERSONAL"	388320258.65	5138211.00	61	2.00	31/12/2021 00:00:00
"Santanderes"	"Cucuta  Santanderes"	5134.00	"LOURDES"	"PERSONAL"	128831850.46	0.00	19	0.00	31/12/2021 00:00:00
"Santanderes"	"Cucuta  Santanderes"	5150.00	"SARDINATA"	"PERSONAL"	1283181626.62	20049512.00	133	5.00	31/12/2021 00:00:00
"Santanderes"	"Cucuta  Santanderes"	5152.00	"SALAZAR"	"PERSONAL"	379813373.59	35041895.85	74	6.00	31/12/2021 00:00:00
"Santanderes"	"Cucuta  Santanderes"	5170.00	"TIBU"	"PERSONAL"	1643315474.72	78719304.97	187	14.00	31/12/2021 00:00:00
"Santanderes"	"Cucuta  Santanderes"	5180.00	"VILLACARO"	"PERSONAL"	253745851.27	2004831.00	36	1.00	31/12/2021 00:00:00
"Santanderes"	"Ocana  Santanderes"	1244.00	"MORALES (BOLIVAR)"	"PERSONAL"	450533552.68	0.00	35	0.00	31/12/2021 00:00:00
"Santanderes"	"Ocana  Santanderes"	2401.00	"AGUACHICA"	"PERSONAL"	3386281321.45	147943562.67	267	24.00	31/12/2021 00:00:00
"Santanderes"	"Ocana  Santanderes"	2435.00	"SAN ALBERTO"	"PERSONAL"	1887441984.49	189331148.14	207	31.00	31/12/2021 00:00:00
"Santanderes"	"Ocana  Santanderes"	2465.00	"RIO DE ORO"	"PERSONAL"	1083892336.46	3786909.00	87	2.00	31/12/2021 00:00:00
"Santanderes"	"Ocana  Santanderes"	5111.00	"ABREGO"	"PERSONAL"	667317544.59	16713519.00	74	5.00	31/12/2021 00:00:00
"Santanderes"	"Ocana  Santanderes"	5116.00	"CONVENCION"	"PERSONAL"	981924517.75	33435115.00	115	10.00	31/12/2021 00:00:00
"Santanderes"	"Ocana  Santanderes"	5120.00	"OCAÑA"	"PERSONAL"	3726235341.43	127384795.00	293	24.00	31/12/2021 00:00:00
"Santanderes"	"Ocana  Santanderes"	5123.00	"EL CARMEN"	"PERSONAL"	426599303.87	23532700.00	34	2.00	31/12/2021 00:00:00
"Santanderes"	"Ocana  Santanderes"	5126.00	"HACARI"	"PERSONAL"	477526209.00	0.00	36	0.00	31/12/2021 00:00:00
"Santanderes"	"Ocana  Santanderes"	5172.00	"TEORAMA"	"PERSONAL"	459464973.73	20812915.00	56	12.00	31/12/2021 00:00:00
"Santanderes"	"Pamplona Santanderes"	5117.00	"CUCUTILLA"	"PERSONAL"	344499958.03	0.00	46	0.00	31/12/2021 00:00:00
"Santanderes"	"Pamplona Santanderes"	5118.00	"LABATECA"	"PERSONAL"	240914673.14	826497.00	50	2.00	31/12/2021 00:00:00
"Santanderes"	"Pamplona Santanderes"	5119.00	"CACOTA"	"PERSONAL"	325856287.56	8138602.00	30	2.00	31/12/2021 00:00:00
"Santanderes"	"Pamplona Santanderes"	5122.00	"CHITAGA"	"PERSONAL"	763372342.64	16144771.00	53	3.00	31/12/2021 00:00:00
"Santanderes"	"Pamplona Santanderes"	5127.00	"HERRAN"	"PERSONAL"	272002810.13	1249781.00	47	1.00	31/12/2021 00:00:00
"Santanderes"	"Pamplona Santanderes"	5130.00	"PAMPLONA"	"PERSONAL"	2434284337.71	74778228.00	212	14.00	31/12/2021 00:00:00
"Santanderes"	"Pamplona Santanderes"	5136.00	"MUTISCUA"	"PERSONAL"	370560332.56	0.00	33	0.00	31/12/2021 00:00:00
"Santanderes"	"Pamplona Santanderes"	5145.00	"RAGONVALIA"	"PERSONAL"	502078483.34	48586957.79	56	5.00	31/12/2021 00:00:00
"Santanderes"	"Pamplona Santanderes"	5160.00	"TOLEDO (N. SANTANDER)"	"PERSONAL"	1591288134.15	7234794.00	135	3.00	31/12/2021 00:00:00
"Santanderes"	"Pamplona Santanderes"	5164.00	"SILOS"	"PERSONAL"	221927854.04	0.00	24	0.00	31/12/2021 00:00:00
"Santanderes"	"Pamplona Santanderes"	6032.00	"MALAGA"	"PERSONAL"	2109328883.54	15439639.43	177	7.00	31/12/2021 00:00:00
"Santanderes"	"Pamplona Santanderes"	6037.00	"CERRITO"	"PERSONAL"	331176944.01	7283231.00	43	2.00	31/12/2021 00:00:00
"Santanderes"	"Pamplona Santanderes"	6039.00	"CONCEPCION"	"PERSONAL"	626635710.45	26998070.00	45	3.00	31/12/2021 00:00:00
"Santanderes"	"San Gil Santanderes"	6010.00	"ARATOCA"	"PERSONAL"	489216052.07	0.00	51	0.00	31/12/2021 00:00:00
"Santanderes"	"San Gil Santanderes"	6014.00	"CHARALA"	"PERSONAL"	785063430.44	3855408.00	59	1.00	31/12/2021 00:00:00
"Santanderes"	"San Gil Santanderes"	6016.00	"OIBA"	"PERSONAL"	825689402.44	0.00	61	0.00	31/12/2021 00:00:00
"Santanderes"	"San Gil Santanderes"	6025.00	"BARICHARA"	"PERSONAL"	872626097.70	2470586.59	100	3.00	31/12/2021 00:00:00
"Santanderes"	"San Gil Santanderes"	6030.00	"CURITI"	"PERSONAL"	665160644.11	0.00	53	0.00	31/12/2021 00:00:00
"Santanderes"	"San Gil Santanderes"	6041.00	"CONTRATACION"	"PERSONAL"	927648038.48	23370034.29	142	11.00	31/12/2021 00:00:00
"Santanderes"	"San Gil Santanderes"	6042.00	"SAN GIL"	"PERSONAL"	4745758021.19	340850257.00	432	34.00	31/12/2021 00:00:00
"Santanderes"	"San Gil Santanderes"	6043.00	"COROMORO"	"PERSONAL"	419499408.70	15382336.08	24	3.00	31/12/2021 00:00:00
"Santanderes"	"San Gil Santanderes"	6044.00	"SOCORRO"	"PERSONAL"	3358771105.49	80136760.56	274	16.00	31/12/2021 00:00:00
"Santanderes"	"San Gil Santanderes"	6045.00	"CHIMA (SANTANDER)"	"PERSONAL"	307070920.83	2674355.00	30	1.00	31/12/2021 00:00:00
"Santanderes"	"San Gil Santanderes"	6054.00	"GUADALUPE (SANTANDER)"	"PERSONAL"	601547746.52	0.00	53	0.00	31/12/2021 00:00:00
"Santanderes"	"San Gil Santanderes"	6065.00	"MOGOTES"	"PERSONAL"	838178903.00	1689427.00	60	1.00	31/12/2021 00:00:00
"Santanderes"	"San Gil Santanderes"	6067.00	"ONZAGA"	"PERSONAL"	669268263.05	0.00	56	0.00	31/12/2021 00:00:00
"Santanderes"	"San Gil Santanderes"	6072.00	"SIMACOTA"	"PERSONAL"	617200924.17	0.00	54	0.00	31/12/2021 00:00:00
"Santanderes"	"San Gil Santanderes"	6081.00	"VILLANUEVA (SANTANDER)"	"PERSONAL"	1201186133.88	26090399.00	87	3.00	31/12/2021 00:00:00
"Sur"	"Caqueta"	3904.00	"SOLITA"	"PERSONAL"	450143619.21	27144606.00	39	4.00	31/12/2021 00:00:00
"Sur"	"Caqueta"	3915.00	"CURILLO"	"PERSONAL"	346915794.12	2762005.00	42	1.00	31/12/2021 00:00:00
"Sur"	"Caqueta"	7501.00	"ALBANIA"	"PERSONAL"	1368642239.90	62185848.00	161	14.00	31/12/2021 00:00:00
"Sur"	"Caqueta"	7503.00	"FLORENCIA (CAQUETA)"	"PERSONAL"	5187029091.60	331265734.09	518	55.00	31/12/2021 00:00:00
"Sur"	"Caqueta"	7510.00	"BELEN DE LOS ANDAQUIES"	"PERSONAL"	1006527509.14	37005677.14	91	4.00	31/12/2021 00:00:00
"Sur"	"Caqueta"	7514.00	"CARTAGENA DEL CHAIRA"	"PERSONAL"	979813513.84	27401463.00	102	5.00	31/12/2021 00:00:00
"Sur"	"Caqueta"	7520.00	"EL DONCELLO"	"PERSONAL"	1544136188.42	73843807.09	171	14.00	31/12/2021 00:00:00
"Sur"	"Caqueta"	7525.00	"EL PAUJIL"	"PERSONAL"	621408989.80	161914948.75	78	15.00	31/12/2021 00:00:00
"Sur"	"Caqueta"	7540.00	"LA MONTAÑITA"	"PERSONAL"	444417933.06	2955480.00	42	1.00	31/12/2021 00:00:00
"Sur"	"Caqueta"	7545.00	"MILAN"	"PERSONAL"	293461688.41	17749131.94	39	6.00	31/12/2021 00:00:00
"Sur"	"Caqueta"	7560.00	"PUERTO RICO (CAQUETA)"	"PERSONAL"	1560608996.27	132006740.04	189	15.00	31/12/2021 00:00:00
"Sur"	"Caqueta"	7565.00	"SAN VICENTE DEL CAGUAN"	"PERSONAL"	1540079189.97	57234142.00	175	16.00	31/12/2021 00:00:00
"Sur"	"Caqueta"	7567.00	"SOLANO"	"PERSONAL"	634284641.56	33793840.00	55	6.00	31/12/2021 00:00:00
"Sur"	"Caqueta"	7580.00	"VALPARAISO (CAQUETA)"	"PERSONAL"	697638894.76	18981301.00	65	4.00	31/12/2021 00:00:00
"Sur"	"Huila Norte"	2120.00	"INZA"	"PERSONAL"	770204326.47	4031586.00	96	1.00	31/12/2021 00:00:00
"Sur"	"Huila Norte"	2140.00	"PAEZ BELALCAZAR"	"PERSONAL"	721730600.93	21137264.00	72	3.00	31/12/2021 00:00:00
"Sur"	"Huila Norte"	3903.00	"ALGECIRAS"	"PERSONAL"	1118753990.65	39237637.00	172	14.00	31/12/2021 00:00:00
"Sur"	"Huila Norte"	3905.00	"NEIVA SUCURSAL"	"PERSONAL"	13118229518.27	1262112447.45	958	101.00	31/12/2021 00:00:00
"Sur"	"Huila Norte"	3908.00	"AIPE"	"PERSONAL"	870518433.53	116989253.62	99	16.00	31/12/2021 00:00:00
"Sur"	"Huila Norte"	3910.00	"COLOMBIA"	"PERSONAL"	463781329.90	2630939.00	45	2.00	31/12/2021 00:00:00
"Sur"	"Huila Norte"	3912.00	"BARAYA"	"PERSONAL"	2371068513.10	204299015.00	99	5.00	31/12/2021 00:00:00
"Sur"	"Huila Norte"	3914.00	"CAMPOALEGRE"	"PERSONAL"	1089536893.11	2154210.00	121	2.00	31/12/2021 00:00:00
"Sur"	"Huila Norte"	3916.00	"CENTRAL DE ABASTOS NEIVA"	"PERSONAL"	3075156114.12	152542415.00	141	9.00	31/12/2021 00:00:00
"Sur"	"Huila Norte"	3918.00	"GIGANTE"	"PERSONAL"	2267474275.13	145789758.67	274	24.00	31/12/2021 00:00:00
"Sur"	"Huila Norte"	3922.00	"HOBO"	"PERSONAL"	1226508954.72	36982481.37	128	13.00	31/12/2021 00:00:00
"Sur"	"Huila Norte"	3923.00	"PAICOL"	"PERSONAL"	702880522.11	15787276.00	56	4.00	31/12/2021 00:00:00
"Sur"	"Huila Norte"	3925.00	"PALERMO"	"PERSONAL"	1269602199.37	10931430.00	96	3.00	31/12/2021 00:00:00
"Sur"	"Huila Norte"	3927.00	"LA PLATA"	"PERSONAL"	3340921135.34	217537571.00	356	30.00	31/12/2021 00:00:00
"Sur"	"Huila Norte"	3928.00	"LA ARGENTINA"	"PERSONAL"	1186952686.47	45398467.00	79	4.00	31/12/2021 00:00:00
"Sur"	"Huila Norte"	3930.00	"RIVERA"	"PERSONAL"	1578539129.24	94230771.00	183	12.00	31/12/2021 00:00:00
"Sur"	"Huila Norte"	3932.00	"NATAGA"	"PERSONAL"	345897939.73	2335346.00	32	1.00	31/12/2021 00:00:00
"Sur"	"Huila Norte"	3935.00	"IQUIRA"	"PERSONAL"	608872514.73	5244486.00	65	3.00	31/12/2021 00:00:00
"Sur"	"Huila Norte"	3940.00	"YAGUARA"	"PERSONAL"	1254841792.21	57590404.88	152	14.00	31/12/2021 00:00:00
"Sur"	"Huila Norte"	3950.00	"SANTA MARIA"	"PERSONAL"	364520026.24	19296788.00	35	1.00	31/12/2021 00:00:00
"Sur"	"Huila Norte"	3957.00	"TERUEL"	"PERSONAL"	383006680.79	7699885.00	55	1.00	31/12/2021 00:00:00
"Sur"	"Huila Norte"	3960.00	"TELLO"	"PERSONAL"	464305371.14	1343513.00	57	1.00	31/12/2021 00:00:00
"Sur"	"Huila Norte"	3970.00	"TESALIA"	"PERSONAL"	705401494.82	27594190.00	74	6.00	31/12/2021 00:00:00
"Sur"	"Huila Norte"	3980.00	"VILLAVIEJA"	"PERSONAL"	680246427.55	3362572.03	86	2.00	31/12/2021 00:00:00
"Sur"	"Huila Sur"	3901.00	"ACEVEDO"	"PERSONAL"	1043094504.46	87152759.00	114	16.00	31/12/2021 00:00:00
"Sur"	"Huila Sur"	3902.00	"AGRADO"	"PERSONAL"	1502625525.22	4108637.61	137	2.00	31/12/2021 00:00:00
"Sur"	"Huila Sur"	3909.00	"ALTAMIRA (HUILA)"	"PERSONAL"	409316653.65	0.00	50	0.00	31/12/2021 00:00:00
"Sur"	"Huila Sur"	3913.00	"GARZON"	"PERSONAL"	2881934041.61	122468944.28	277	26.00	31/12/2021 00:00:00
"Sur"	"Huila Sur"	3920.00	"GUADALUPE (HUILA)"	"PERSONAL"	1151776347.74	17556660.00	94	6.00	31/12/2021 00:00:00
"Sur"	"Huila Sur"	3921.00	"ELIAS"	"PERSONAL"	197900897.21	0.00	17	0.00	31/12/2021 00:00:00
"Sur"	"Huila Sur"	3937.00	"ISNOS"	"PERSONAL"	818272641.78	7022312.00	70	4.00	31/12/2021 00:00:00
"Sur"	"Huila Sur"	3942.00	"PITALITO"	"PERSONAL"	6222310006.69	397526884.36	534	35.00	31/12/2021 00:00:00
"Sur"	"Huila Sur"	3943.00	"BRUSELAS"	"PERSONAL"	463181159.08	2564350.00	53	2.00	31/12/2021 00:00:00
"Sur"	"Huila Sur"	3945.00	"PALESTINA"	"PERSONAL"	473705087.03	0.00	48	0.00	31/12/2021 00:00:00
"Sur"	"Huila Sur"	3947.00	"OPORAPA"	"PERSONAL"	334744656.74	0.00	34	0.00	31/12/2021 00:00:00
"Sur"	"Huila Sur"	3952.00	"SAN AGUSTIN"	"PERSONAL"	3850846504.27	77301654.24	318	14.00	31/12/2021 00:00:00
"Sur"	"Huila Sur"	3955.00	"TARQUI"	"PERSONAL"	1497359138.37	10889140.84	123	4.00	31/12/2021 00:00:00
"Sur"	"Huila Sur"	3963.00	"PITAL"	"PERSONAL"	823530774.97	7120782.97	77	4.00	31/12/2021 00:00:00
"Sur"	"Huila Sur"	3965.00	"TIMANA"	"PERSONAL"	1070847264.30	90617102.83	161	20.00	31/12/2021 00:00:00
"Sur"	"Huila Sur"	3967.00	"SALADOBLANCO"	"PERSONAL"	918199365.76	20535686.00	86	3.00	31/12/2021 00:00:00
"Sur"	"Huila Sur"	3973.00	"SUAZA"	"PERSONAL"	1014953691.95	13843630.00	118	4.00	31/12/2021 00:00:00
"Sur"	"Putumayo"	7901.00	"SIBUNDOY"	"PERSONAL"	2060190437.62	60462710.11	205	16.00	31/12/2021 00:00:00
"Sur"	"Putumayo"	7903.00	"MOCOA SUCURSAL"	"PERSONAL"	10252048272.08	498866555.17	692	57.00	31/12/2021 00:00:00
"Sur"	"Putumayo"	7910.00	"LA HORMIGA"	"PERSONAL"	1985217253.09	211884750.83	246	33.00	31/12/2021 00:00:00
"Sur"	"Putumayo"	7920.00	"ORITO"	"PERSONAL"	1794415360.40	225413593.25	184	28.00	31/12/2021 00:00:00
"Sur"	"Putumayo"	7930.00	"PUERTO ASIS"	"PERSONAL"	5764697866.40	735922605.54	592	93.00	31/12/2021 00:00:00
"Sur"	"Putumayo"	7935.00	"PUERTO LEGUIZAMO"	"PERSONAL"	996863951.41	50387216.00	127	9.00	31/12/2021 00:00:00
"Sur"	"Putumayo"	7940.00	"SAN MIGUEL - PUTUMAYO"	"PERSONAL"	1009468192.63	31266675.96	91	10.00	31/12/2021 00:00:00
"Sur"	"Putumayo"	7950.00	"VILLAGARZON"	"PERSONAL"	3012301257.31	52408879.98	245	13.00	31/12/2021 00:00:00
"Sur"	"Putumayo"	7960.00	"PUERTO GUZMAN-PUTUMAYO"	"PERSONAL"	910282914.10	6064542.72	94	2.00	31/12/2021 00:00:00
"Sur"	"Tolima Centro"	6601.00	"IBAGUE SUCURSAL"	"PERSONAL"	10246692001.88	580318004.50	842	76.00	31/12/2021 00:00:00
"Sur"	"Tolima Centro"	6607.00	"CAJAMARCA"	"PERSONAL"	1455866083.18	74134035.00	161	12.00	31/12/2021 00:00:00
"Sur"	"Tolima Centro"	6609.00	"ICONONZO"	"PERSONAL"	343307675.06	33022466.46	55	3.00	31/12/2021 00:00:00
"Sur"	"Tolima Centro"	6631.00	"COELLO"	"PERSONAL"	546662536.44	52929551.00	83	5.00	31/12/2021 00:00:00
"Sur"	"Tolima Centro"	6632.00	"VILLARRICA-TOLIMA"	"PERSONAL"	270908361.84	0.00	44	0.00	31/12/2021 00:00:00
"Sur"	"Tolima Centro"	6634.00	"CUNDAY"	"PERSONAL"	1280570280.43	2864802.00	92	1.00	31/12/2021 00:00:00
"Sur"	"Tolima Centro"	6635.00	"ESPINAL"	"PERSONAL"	3684800787.70	124797303.08	414	25.00	31/12/2021 00:00:00
"Sur"	"Tolima Centro"	6640.00	"CARMEN DE APICALA"	"PERSONAL"	2002890411.51	106902862.54	230	14.00	31/12/2021 00:00:00
"Sur"	"Tolima Centro"	6647.00	"RONCESVALLES"	"PERSONAL"	851596405.98	22963807.45	84	5.00	31/12/2021 00:00:00
"Sur"	"Tolima Centro"	6653.00	"SAN LUIS (TOLIMA)"	"PERSONAL"	629679231.73	31490132.00	58	1.00	31/12/2021 00:00:00
"Sur"	"Tolima Centro"	6657.00	"SUAREZ (TOLIMA)"	"PERSONAL"	447907051.11	2575599.25	55	2.00	31/12/2021 00:00:00
"Sur"	"Tolima Centro"	6660.00	"ROVIRA"	"PERSONAL"	1897838992.91	24754394.00	151	6.00	31/12/2021 00:00:00
"Sur"	"Tolima Centro"	6680.00	"VALLE DE SAN JUAN"	"PERSONAL"	354340301.47	71652919.66	35	4.00	31/12/2021 00:00:00
"Sur"	"Tolima Norte"	6605.00	"ALVARADO"	"PERSONAL"	693696784.61	20460104.23	80	7.00	31/12/2021 00:00:00
"Sur"	"Tolima Norte"	6606.00	"LERIDA"	"PERSONAL"	1707743687.00	37004254.00	174	8.00	31/12/2021 00:00:00
"Sur"	"Tolima Norte"	6608.00	"MARIQUITA"	"PERSONAL"	1026256959.41	16044567.00	99	6.00	31/12/2021 00:00:00
"Sur"	"Tolima Norte"	6610.00	"HONDA"	"PERSONAL"	1100444803.37	47979634.00	123	16.00	31/12/2021 00:00:00
"Sur"	"Tolima Norte"	6618.00	"MURILLO"	"PERSONAL"	305814192.10	49737441.73	33	5.00	31/12/2021 00:00:00
"Sur"	"Tolima Norte"	6622.00	"FALAN"	"PERSONAL"	683225525.00	9405202.00	57	2.00	31/12/2021 00:00:00
"Sur"	"Tolima Norte"	6624.00	"PALOCABILDO"	"PERSONAL"	447552384.73	53063484.00	38	2.00	31/12/2021 00:00:00
"Sur"	"Tolima Norte"	6626.00	"CASABIANCA"	"PERSONAL"	571507849.28	0.00	47	0.00	31/12/2021 00:00:00
"Sur"	"Tolima Norte"	6627.00	"ANZOATEGUI"	"PERSONAL"	371771916.97	3448247.07	46	2.00	31/12/2021 00:00:00
"Sur"	"Tolima Norte"	6628.00	"VILLAHERMOSA"	"PERSONAL"	531612071.31	0.00	62	0.00	31/12/2021 00:00:00
"Sur"	"Tolima Norte"	6630.00	"GUAYABAL"	"PERSONAL"	1013709367.28	18943327.00	120	7.00	31/12/2021 00:00:00
"Sur"	"Tolima Norte"	6638.00	"LIBANO"	"PERSONAL"	927306049.48	105996569.00	136	22.00	31/12/2021 00:00:00
"Sur"	"Tolima Norte"	6641.00	"PIEDRAS"	"PERSONAL"	631634849.52	7187301.00	80	3.00	31/12/2021 00:00:00
"Sur"	"Tolima Norte"	6651.00	"FRESNO"	"PERSONAL"	1007208614.26	22468343.00	88	6.00	31/12/2021 00:00:00
"Sur"	"Tolima Norte"	6654.00	"SANTA ISABEL"	"PERSONAL"	374665090.69	9345320.00	37	4.00	31/12/2021 00:00:00
"Sur"	"Tolima Norte"	6670.00	"VENADILLO"	"PERSONAL"	1548681694.96	28505430.00	171	8.00	31/12/2021 00:00:00
"Sur"	"Tolima Sur"	6613.00	"CHAPARRAL"	"PERSONAL"	1605551304.22	47276644.26	179	8.00	31/12/2021 00:00:00
