"regional"	"zonal"	"mo_oficina"	"mo_nombre_oficina"	"Banca_cliente"	"Saldo_total"	"Saldo_vencido"	"Obligaciones_Total"	"Obligaciones_vencidas"	"mo_fecha_de_proceso"
"Costa"	"Sucre"	6324.00	"GUARANDA"	"PERSONAL"	761783160.88	88232126.00	64	13.00	31/12/2021 00:00:00
"Costa"	"Sucre"	6330.00	"LA UNION (SUCRE)"	"PERSONAL"	740654310.40	53918170.00	70	6.00	31/12/2021 00:00:00
"Costa"	"Sucre"	6335.00	"LOS PALMITOS"	"PERSONAL"	899909957.81	8074302.00	80	5.00	31/12/2021 00:00:00
"Costa"	"Sucre"	6340.00	"MAJAGUAL"	"PERSONAL"	1630556858.40	79788061.39	186	25.00	31/12/2021 00:00:00
"Costa"	"Sucre"	6360.00	"SAMPUES"	"PERSONAL"	466020551.10	9947112.00	62	3.00	31/12/2021 00:00:00
"Costa"	"Sucre"	6362.00	"SAN BENITO ABAD"	"PERSONAL"	460184885.58	17139248.00	43	3.00	31/12/2021 00:00:00
"Costa"	"Sucre"	6364.00	"SAN MARCOS"	"PERSONAL"	1762447622.19	148666000.33	167	24.00	31/12/2021 00:00:00
"Costa"	"Sucre"	6370.00	"SINCE"	"PERSONAL"	1438517309.83	97176731.30	137	12.00	31/12/2021 00:00:00
"Costa"	"Sucre"	6372.00	"SUCRE (SUCRE)"	"PERSONAL"	621528375.14	30031431.05	107	7.00	31/12/2021 00:00:00
"Costa"	"Sucre"	6380.00	"TOLU"	"PERSONAL"	1070970614.24	87086025.96	188	29.00	31/12/2021 00:00:00
"Costa"	"Sucre"	6382.00	"TOLUVIEJO"	"PERSONAL"	686079170.32	64242181.00	71	8.00	31/12/2021 00:00:00
"Occidente"	"Cauca Centro"	2105.00	"CAJIBIO"	"PERSONAL"	559435411.12	35947225.00	74	5.00	31/12/2021 00:00:00
"Occidente"	"Cauca Centro"	2106.00	"MORALES (CAUCA)"	"PERSONAL"	1048794979.28	6547424.00	116	2.00	31/12/2021 00:00:00
"Occidente"	"Cauca Centro"	2107.00	"TOTORO"	"PERSONAL"	298359997.68	0.00	34	0.00	31/12/2021 00:00:00
"Occidente"	"Cauca Centro"	2110.00	"CALDONO"	"PERSONAL"	513152485.70	127275.00	62	1.00	31/12/2021 00:00:00
"Occidente"	"Cauca Centro"	2111.00	"SUAREZ (CAUCA)"	"PERSONAL"	794003039.95	37104861.63	74	11.00	31/12/2021 00:00:00
"Occidente"	"Cauca Centro"	2118.00	"CALOTO"	"PERSONAL"	1382164712.74	48917290.00	178	14.00	31/12/2021 00:00:00
"Occidente"	"Cauca Centro"	2128.00	"BUENOS AIRES"	"PERSONAL"	399758065.09	77783245.00	53	14.00	31/12/2021 00:00:00
"Occidente"	"Cauca Centro"	2132.00	"JAMBALO"	"PERSONAL"	663114618.37	0.00	63	0.00	31/12/2021 00:00:00
"Occidente"	"Cauca Centro"	2175.00	"TORIBIO"	"PERSONAL"	607328824.82	7370266.75	90	2.00	31/12/2021 00:00:00
"Occidente"	"Cauca Centro"	6916.00	"SILVIA"	"PERSONAL"	703229110.60	13922087.00	77	2.00	31/12/2021 00:00:00
"Occidente"	"Cauca Centro"	6918.00	"POPAYAN SUCURSAL"	"PERSONAL"	4232849072.10	541597171.62	477	39.00	31/12/2021 00:00:00
"Occidente"	"Cauca Centro"	6920.00	"SANTANDER DE QUILICHAO"	"PERSONAL"	2587643775.50	29176535.00	239	9.00	31/12/2021 00:00:00
"Occidente"	"Cauca Centro"	6922.00	"PIENDAMO"	"PERSONAL"	2336536699.86	4643287.00	250	2.00	31/12/2021 00:00:00
"Occidente"	"Cauca Sur"	2101.00	"EL TAMBO (CAUCA)"	"PERSONAL"	1131051527.56	7314101.00	117	4.00	31/12/2021 00:00:00
"Occidente"	"Cauca Sur"	2102.00	"EL BORDO"	"PERSONAL"	2587013453.07	53371557.00	280	8.00	31/12/2021 00:00:00
"Occidente"	"Cauca Sur"	2103.00	"BALBOA (CAUCA)"	"PERSONAL"	654228508.00	25136803.86	101	6.00	31/12/2021 00:00:00
"Occidente"	"Cauca Sur"	2104.00	"BOLIVAR (CAUCA)"	"PERSONAL"	2665070026.93	40234631.00	240	7.00	31/12/2021 00:00:00
"Occidente"	"Cauca Sur"	2108.00	"ROSAS"	"PERSONAL"	639110034.82	5147939.00	57	2.00	31/12/2021 00:00:00
"Occidente"	"Cauca Sur"	2109.00	"LA SIERRA"	"PERSONAL"	511278345.73	6657966.49	50	2.00	31/12/2021 00:00:00
"Occidente"	"Cauca Sur"	2115.00	"ARGELIA (CAUCA)"	"PERSONAL"	584286116.97	5110812.00	66	2.00	31/12/2021 00:00:00
"Occidente"	"Cauca Sur"	2116.00	"MERCADERES"	"PERSONAL"	1533323597.08	35990917.00	157	5.00	31/12/2021 00:00:00
"Occidente"	"Cauca Sur"	2134.00	"PAISPAMBA"	"PERSONAL"	293767165.00	8641106.00	32	1.00	31/12/2021 00:00:00
"Occidente"	"Cauca Sur"	2165.00	"SAN SEBASTIAN (CAUCA)"	"PERSONAL"	563490677.40	0.00	53	0.00	31/12/2021 00:00:00
"Occidente"	"Cauca Sur"	2171.00	"ALMAGUER"	"PERSONAL"	983033462.28	22947326.00	103	1.00	31/12/2021 00:00:00
"Occidente"	"Cauca Sur"	2172.00	"LA VEGA (CAUCA)"	"PERSONAL"	939646636.18	1870698.99	83	1.00	31/12/2021 00:00:00
"Occidente"	"Cauca Sur"	2174.00	"PURACE"	"PERSONAL"	413220201.18	20588007.00	45	1.00	31/12/2021 00:00:00
"Occidente"	"Cauca Sur"	6917.00	"TIMBIO"	"PERSONAL"	1389650419.38	34528930.00	186	12.00	31/12/2021 00:00:00
"Occidente"	"Narino Centro"	4801.00	"PASTO SUCURSAL"	"PERSONAL"	8138528409.32	370744462.52	633	36.00	31/12/2021 00:00:00
"Occidente"	"Narino Centro"	4808.00	"TUQUERRES"	"PERSONAL"	1900119133.94	29272927.00	157	10.00	31/12/2021 00:00:00
"Occidente"	"Narino Centro"	4810.00	"SANDONA"	"PERSONAL"	1870615700.83	95743323.00	163	11.00	31/12/2021 00:00:00
"Occidente"	"Narino Centro"	4811.00	"ANCUYA"	"PERSONAL"	702731203.71	0.00	70	0.00	31/12/2021 00:00:00
"Occidente"	"Narino Centro"	4822.00	"YACUANQUER"	"PERSONAL"	762076851.02	2353203.29	60	1.00	31/12/2021 00:00:00
"Occidente"	"Narino Centro"	4824.00	"CUMBITARA"	"PERSONAL"	488508265.75	0.00	32	0.00	31/12/2021 00:00:00
"Occidente"	"Narino Centro"	4830.00	"EL TAMBO (NARIÑO)"	"PERSONAL"	1718089665.27	24358391.00	173	7.00	31/12/2021 00:00:00
"Occidente"	"Narino Centro"	4844.00	"LINARES"	"PERSONAL"	734701252.22	0.00	72	0.00	31/12/2021 00:00:00
"Occidente"	"Narino Centro"	4845.00	"CHACHAGUI"	"PERSONAL"	1121967848.00	0.00	74	0.00	31/12/2021 00:00:00
"Occidente"	"Narino Centro"	4862.00	"SOTOMAYOR"	"PERSONAL"	370867714.67	0.00	43	0.00	31/12/2021 00:00:00
"Occidente"	"Narino Centro"	4870.00	"SAMANIEGO"	"PERSONAL"	1184187703.59	52716531.00	111	4.00	31/12/2021 00:00:00
"Occidente"	"Narino Centro"	4884.00	"CONSACA"	"PERSONAL"	641756061.15	0.00	64	0.00	31/12/2021 00:00:00
"Occidente"	"Narino Norte"	4828.00	"EL ROSARIO"	"PERSONAL"	260571679.01	1128019.16	25	1.00	31/12/2021 00:00:00
"Occidente"	"Narino Norte"	4834.00	"BELEN (NARIÑO)"	"PERSONAL"	768007693.81	8935327.00	106	4.00	31/12/2021 00:00:00
"Occidente"	"Narino Norte"	4840.00	"LA CRUZ"	"PERSONAL"	1826012559.33	28782322.84	196	14.00	31/12/2021 00:00:00
"Occidente"	"Narino Norte"	4842.00	"LA UNION (NARIÑO)"	"PERSONAL"	2967987637.70	13661531.00	272	4.00	31/12/2021 00:00:00
"Occidente"	"Narino Norte"	4866.00	"BUESACO"	"PERSONAL"	307028720.73	0.00	47	0.00	31/12/2021 00:00:00
"Occidente"	"Narino Norte"	4872.00	"SAN JOSE DE ALBAN"	"PERSONAL"	381961640.59	0.00	54	0.00	31/12/2021 00:00:00
"Occidente"	"Narino Norte"	4874.00	"SAN LORENZO"	"PERSONAL"	700026610.27	13438858.00	63	3.00	31/12/2021 00:00:00
"Occidente"	"Narino Norte"	4875.00	"EL TABLON DE GOMEZ-NARIÑO"	"PERSONAL"	541391011.00	0.00	38	0.00	31/12/2021 00:00:00
"Occidente"	"Narino Norte"	4876.00	"SAN PABLO (NARIÑO)"	"PERSONAL"	1292014003.79	13309317.00	181	4.00	31/12/2021 00:00:00
"Occidente"	"Narino Norte"	4880.00	"TAMINANGO"	"PERSONAL"	546549131.57	1397762.73	91	1.00	31/12/2021 00:00:00
"Occidente"	"Narino Norte"	4890.00	"BERRUECOS"	"PERSONAL"	724259281.72	32955799.93	78	5.00	31/12/2021 00:00:00
"Occidente"	"Narino Norte"	4891.00	"POLICARPA-NARIÑO"	"PERSONAL"	525155830.00	12499275.00	68	7.00	31/12/2021 00:00:00
"Occidente"	"Narino Sur"	4805.00	"CORDOBA (NARINO)"	"PERSONAL"	453961060.00	2035096.00	64	1.00	31/12/2021 00:00:00
"Occidente"	"Narino Sur"	4806.00	"IPIALES"	"PERSONAL"	1876753109.08	29896968.31	244	14.00	31/12/2021 00:00:00
"Occidente"	"Narino Sur"	4812.00	"PUPIALES"	"PERSONAL"	640167872.48	14671224.00	70	4.00	31/12/2021 00:00:00
"Occidente"	"Narino Sur"	4814.00	"CUMBAL"	"PERSONAL"	1180080890.85	12953321.00	87	3.00	31/12/2021 00:00:00
"Occidente"	"Narino Sur"	4816.00	"GUACHUCAL"	"PERSONAL"	1142104882.68	12840018.26	106	4.00	31/12/2021 00:00:00
"Occidente"	"Narino Sur"	4818.00	"CONTADERO"	"PERSONAL"	394706861.82	0.00	53	0.00	31/12/2021 00:00:00
"Occidente"	"Narino Sur"	4820.00	"PUERRES"	"PERSONAL"	558161404.31	8906157.00	61	3.00	31/12/2021 00:00:00
"Occidente"	"Narino Sur"	4832.00	"FUNES"	"PERSONAL"	121278926.89	0.00	21	0.00	31/12/2021 00:00:00
"Occidente"	"Narino Sur"	4836.00	"GUAITARILLA"	"PERSONAL"	759343053.45	1487063.00	75	1.00	31/12/2021 00:00:00
"Occidente"	"Narino Sur"	4838.00	"ILES"	"PERSONAL"	652908649.48	0.00	49	0.00	31/12/2021 00:00:00
"Occidente"	"Narino Sur"	4860.00	"BARBACOAS"	"PERSONAL"	856459188.26	77531404.79	119	19.00	31/12/2021 00:00:00
"Occidente"	"Narino Sur"	4868.00	"RICAURTE"	"PERSONAL"	517573669.88	5801555.00	59	1.00	31/12/2021 00:00:00
"Occidente"	"Valle"	6903.00	"CALI SUCURSAL"	"PERSONAL"	8600183966.80	799556877.76	574	35.00	31/12/2021 00:00:00
"Occidente"	"Valle"	6910.00	"VIJES"	"PERSONAL"	504588549.00	0.00	54	0.00	31/12/2021 00:00:00
"Occidente"	"Valle"	6913.00	"GINEBRA"	"PERSONAL"	900283640.00	0.00	65	0.00	31/12/2021 00:00:00
"Occidente"	"Valle"	6915.00	"CALI AV 3 NORTE"	"PERSONAL"	6081491086.65	299676729.00	313	13.00	31/12/2021 00:00:00
"Occidente"	"Valle"	6925.00	"CALI - PASOANCHO"	"PERSONAL"	2941226413.15	474512736.70	149	18.00	31/12/2021 00:00:00
"Occidente"	"Valle"	6928.00	"JAMUNDI"	"PERSONAL"	794698246.00	25739441.00	106	8.00	31/12/2021 00:00:00
"Occidente"	"Valle"	6931.00	"LA CUMBRE"	"PERSONAL"	722644826.05	6321640.02	80	2.00	31/12/2021 00:00:00
"Occidente"	"Valle"	6940.00	"PALMIRA"	"PERSONAL"	2318610009.06	87476199.00	304	14.00	31/12/2021 00:00:00
"Occidente"	"Valle"	6952.00	"TRUJILLO"	"PERSONAL"	783574005.91	61542023.00	108	4.00	31/12/2021 00:00:00
"Occidente"	"Valle"	6954.00	"RIOFRIO"	"PERSONAL"	1004712827.28	35553665.00	113	5.00	31/12/2021 00:00:00
"Occidente"	"Valle"	6955.00	"TULUA"	"PERSONAL"	2346120516.29	27201671.00	367	8.00	31/12/2021 00:00:00
"Occidente"	"Valle"	6964.00	"DARIEN"	"PERSONAL"	836365622.58	1481027.00	92	2.00	31/12/2021 00:00:00
"Occidente"	"Valle"	6965.00	"EL CERRITO"	"PERSONAL"	1648940542.56	15947624.00	215	6.00	31/12/2021 00:00:00
"Occidente"	"Valle"	6967.00	"GUACARI"	"PERSONAL"	2307929829.91	78844120.00	277	11.00	31/12/2021 00:00:00
"Occidente"	"Valle"	6976.00	"DAGUA"	"PERSONAL"	658276252.81	10871477.00	92	4.00	31/12/2021 00:00:00
"Occidente"	"Valle"	6977.00	"BUGA"	"PERSONAL"	1805743396.00	150908998.00	172	15.00	31/12/2021 00:00:00
"Occidente"	"ZonaPacific y NteCauca"	2112.00	"MIRANDA"	"PERSONAL"	1795606202.08	113389520.00	190	16.00	31/12/2021 00:00:00
"Occidente"	"ZonaPacific y NteCauca"	2114.00	"CORINTO"	"PERSONAL"	1757368509.18	77160225.95	318	25.00	31/12/2021 00:00:00
"Occidente"	"ZonaPacific y NteCauca"	2125.00	"GUAPI"	"PERSONAL"	1319123999.04	52636838.00	166	11.00	31/12/2021 00:00:00
"Occidente"	"ZonaPacific y NteCauca"	2126.00	"PADILLA"	"PERSONAL"	635904422.42	1447580.00	86	3.00	31/12/2021 00:00:00
"Occidente"	"ZonaPacific y NteCauca"	2139.00	"LOPEZ DE MICAY"	"PERSONAL"	801238249.77	0.00	51	0.00	31/12/2021 00:00:00
"Occidente"	"ZonaPacific y NteCauca"	2180.00	"TIMBIQUI"	"PERSONAL"	284789802.74	18147545.00	28	3.00	31/12/2021 00:00:00
"Occidente"	"ZonaPacific y NteCauca"	4826.00	"EL CHARCO"	"PERSONAL"	834283628.79	3753456.00	76	2.00	31/12/2021 00:00:00
"Occidente"	"ZonaPacific y NteCauca"	4864.00	"BOCAS DE SATINGA"	"PERSONAL"	901623111.39	49624519.41	108	13.00	31/12/2021 00:00:00
"Occidente"	"ZonaPacific y NteCauca"	4878.00	"SANTA BARBARA ISCUANDE"	"PERSONAL"	529375109.76	10158475.04	37	2.00	31/12/2021 00:00:00
"Occidente"	"ZonaPacific y NteCauca"	4882.00	"TUMACO"	"PERSONAL"	2357399324.82	251950673.35	289	65.00	31/12/2021 00:00:00
"Occidente"	"ZonaPacific y NteCauca"	6921.00	"PUERTO TEJADA"	"PERSONAL"	3382561170.27	104066106.00	340	20.00	31/12/2021 00:00:00
"Occidente"	"ZonaPacific y NteCauca"	6941.00	"PRADERA"	"PERSONAL"	3103921719.55	90023616.00	411	14.00	31/12/2021 00:00:00
"Occidente"	"ZonaPacific y NteCauca"	6943.00	"FLORIDA-VALLE"	"PERSONAL"	1483667984.40	46833608.36	161	10.00	31/12/2021 00:00:00
"Occidente"	"ZonaPacific y NteCauca"	6963.00	"BUENAVENTURA"	"PERSONAL"	2107300667.59	255119448.72	202	24.00	31/12/2021 00:00:00
"Occidente"	"ZonaPacific y NteCauca"	6971.00	"CANDELARIA (VALLE)"	"PERSONAL"	3207318188.49	16287110.54	355	4.00	31/12/2021 00:00:00
"Occidente"	"ZonaPacific y NteCauca"	6975.00	"CANDELARIA - CAVASA"	"PERSONAL"	534449226.73	0.00	69	0.00	31/12/2021 00:00:00
"Oriente"	"Boyaca Chiquinquira"	1528.00	"GACHANTIVA"	"PERSONAL"	478010221.25	5744309.00	41	1.00	31/12/2021 00:00:00
"Oriente"	"Boyaca Chiquinquira"	1530.00	"CHIQUINQUIRA"	"PERSONAL"	3580371227.74	112692735.00	314	26.00	31/12/2021 00:00:00
"Oriente"	"Boyaca Chiquinquira"	1545.00	"MUZO"	"PERSONAL"	1490853398.80	70385318.61	231	23.00	31/12/2021 00:00:00
"Oriente"	"Boyaca Chiquinquira"	1546.00	"VILLA DE LEYVA"	"PERSONAL"	1240020367.62	7056021.00	141	3.00	31/12/2021 00:00:00
"Oriente"	"Boyaca Chiquinquira"	1552.00	"OTANCHE"	"PERSONAL"	1099350205.70	29412957.08	134	4.00	31/12/2021 00:00:00
"Oriente"	"Boyaca Chiquinquira"	1555.00	"PAUNA"	"PERSONAL"	1160147918.41	22730819.00	133	9.00	31/12/2021 00:00:00
"Oriente"	"Boyaca Chiquinquira"	1560.00	"PUERTO BOYACA"	"PERSONAL"	1932968663.38	76288653.90	248	23.00	31/12/2021 00:00:00
"Oriente"	"Boyaca Chiquinquira"	1567.00	"SABOYA"	"PERSONAL"	577225011.33	0.00	72	0.00	31/12/2021 00:00:00
"Oriente"	"Boyaca Chiquinquira"	1574.00	"SANTA SOFIA"	"PERSONAL"	646806280.51	0.00	75	0.00	31/12/2021 00:00:00
"Oriente"	"Boyaca Chiquinquira"	1583.00	"SUTAMARCHAN"	"PERSONAL"	1390954455.56	4485227.00	126	1.00	31/12/2021 00:00:00
"Oriente"	"Boyaca Duitama"	1501.00	"AQUITANIA"	"PERSONAL"	926144126.17	2772496.00	69	1.00	31/12/2021 00:00:00
"Oriente"	"Boyaca Duitama"	1504.00	"BELEN (BOYACA)"	"PERSONAL"	2384125720.68	8478460.00	210	4.00	31/12/2021 00:00:00
"Oriente"	"Boyaca Duitama"	1505.00	"PAZ DEL RIO"	"PERSONAL"	1231084192.46	32632759.00	119	2.00	31/12/2021 00:00:00
"Oriente"	"Boyaca Duitama"	1507.00	"DUITAMA"	"PERSONAL"	6165952800.76	140786499.77	556	25.00	31/12/2021 00:00:00
"Oriente"	"Boyaca Duitama"	1511.00	"PAIPA"	"PERSONAL"	3581574142.04	87537671.00	313	13.00	31/12/2021 00:00:00
"Oriente"	"Boyaca Duitama"	1516.00	"SOGAMOSO"	"PERSONAL"	4942015961.32	94103375.87	485	15.00	31/12/2021 00:00:00
"Oriente"	"Boyaca Duitama"	1532.00	"GAMEZA"	"PERSONAL"	657065063.26	0.00	53	0.00	31/12/2021 00:00:00
"Oriente"	"Boyaca Duitama"	1542.00	"LABRANZAGRANDE"	"PERSONAL"	591706174.23	0.00	48	0.00	31/12/2021 00:00:00
"Oriente"	"Boyaca Duitama"	1556.00	"PESCA"	"PERSONAL"	620588404.24	3425469.36	53	2.00	31/12/2021 00:00:00
"Oriente"	"Boyaca Duitama"	1573.00	"SANTA ROSA DE VITERBO"	"PERSONAL"	1450322900.53	43770832.76	124	7.00	31/12/2021 00:00:00
"Oriente"	"Boyaca Duitama"	1577.00	"SOCOTA"	"PERSONAL"	214709760.48	0.00	24	0.00	31/12/2021 00:00:00
"Oriente"	"Boyaca Duitama"	1578.00	"SOCHA"	"PERSONAL"	1112264264.56	999925.00	110	1.00	31/12/2021 00:00:00
"Oriente"	"Boyaca Duitama"	1580.00	"SOTAQUIRA"	"PERSONAL"	845096700.66	0.00	102	0.00	31/12/2021 00:00:00
"Oriente"	"Boyaca Duitama"	1590.00	"TUTA"	"PERSONAL"	535973744.32	0.00	80	0.00	31/12/2021 00:00:00
"Oriente"	"Boyaca Garagoa"	1509.00	"CAMPOHERMOSO"	"PERSONAL"	398781513.18	0.00	49	0.00	31/12/2021 00:00:00
"Oriente"	"Boyaca Garagoa"	1512.00	"CHINAVITA"	"PERSONAL"	1051846385.14	0.00	73	0.00	31/12/2021 00:00:00
"Oriente"	"Boyaca Garagoa"	1515.00	"CHIVOR"	"PERSONAL"	332062656.16	4576711.00	38	2.00	31/12/2021 00:00:00
"Oriente"	"Boyaca Garagoa"	1534.00	"GARAGOA"	"PERSONAL"	2903838370.56	51975119.00	309	13.00	31/12/2021 00:00:00
"Oriente"	"Boyaca Garagoa"	1536.00	"GUATEQUE"	"PERSONAL"	4649440855.04	65809215.00	421	12.00	31/12/2021 00:00:00
"Oriente"	"Boyaca Garagoa"	1538.00	"GUAYATA"	"PERSONAL"	656696559.33	0.00	65	0.00	31/12/2021 00:00:00
"Oriente"	"Boyaca Garagoa"	1548.00	"MACANAL"	"PERSONAL"	1284595318.31	0.00	112	0.00	31/12/2021 00:00:00
"Oriente"	"Boyaca Garagoa"	1550.00	"MIRAFLORES"	"PERSONAL"	1066585960.55	90732180.44	110	10.00	31/12/2021 00:00:00
"Oriente"	"Boyaca Garagoa"	1553.00	"PAEZ (BOYACA)"	"PERSONAL"	617656389.48	61984634.96	35	3.00	31/12/2021 00:00:00
"Oriente"	"Boyaca Garagoa"	1570.00	"SAN LUIS GACENO"	"PERSONAL"	974531787.33	28275603.38	89	2.00	31/12/2021 00:00:00
"Oriente"	"Boyaca Garagoa"	1579.00	"SOMONDOCO"	"PERSONAL"	519672675.10	0.00	73	0.00	31/12/2021 00:00:00
"Oriente"	"Boyaca Garagoa"	1584.00	"TENZA"	"PERSONAL"	1018985289.95	2928889.00	125	2.00	31/12/2021 00:00:00
"Oriente"	"Boyaca Garagoa"	1592.00	"UMBITA"	"PERSONAL"	435749077.21	0.00	57	0.00	31/12/2021 00:00:00
"Oriente"	"Boyaca Garagoa"	1595.00	"ZETAQUIRA"	"PERSONAL"	665623580.23	0.00	71	0.00	31/12/2021 00:00:00
"Oriente"	"Boyaca Moniquira"	1520.00	"CHITARAQUE"	"PERSONAL"	388303024.74	0.00	30	0.00	31/12/2021 00:00:00
"Oriente"	"Boyaca Moniquira"	1551.00	"MONIQUIRA"	"PERSONAL"	2894111559.44	44006936.00	235	6.00	31/12/2021 00:00:00
"Oriente"	"Boyaca Moniquira"	1569.00	"SAN JOSE DE PARE"	"PERSONAL"	300744619.87	8285603.00	37	1.00	31/12/2021 00:00:00
"Oriente"	"Boyaca Moniquira"	1572.00	"SANTANA (BOYACA)"	"PERSONAL"	855046062.57	0.00	72	0.00	31/12/2021 00:00:00
"Oriente"	"Boyaca Moniquira"	1588.00	"TOGUI"	"PERSONAL"	788725308.59	0.00	52	0.00	31/12/2021 00:00:00
"Oriente"	"Boyaca Moniquira"	6024.00	"BARBOSA"	"PERSONAL"	2476285174.17	119398521.00	204	19.00	31/12/2021 00:00:00
"Oriente"	"Boyaca Moniquira"	6029.00	"BOLIVAR (SANTANDER)"	"PERSONAL"	973350573.09	44423899.00	70	3.00	31/12/2021 00:00:00
"Oriente"	"Boyaca Moniquira"	6046.00	"VELEZ"	"PERSONAL"	1242318332.66	64214747.34	119	9.00	31/12/2021 00:00:00
"Oriente"	"Boyaca Moniquira"	6050.00	"FLORIAN"	"PERSONAL"	402798854.65	0.00	48	0.00	31/12/2021 00:00:00
"Oriente"	"Boyaca Moniquira"	6052.00	"GAMBITA"	"PERSONAL"	529035377.58	7712175.00	59	1.00	31/12/2021 00:00:00
"Oriente"	"Boyaca Moniquira"	6055.00	"GUAVATA"	"PERSONAL"	686604615.95	0.00	59	0.00	31/12/2021 00:00:00
"Oriente"	"Boyaca Moniquira"	6056.00	"GUEPSA"	"PERSONAL"	509541856.90	0.00	60	0.00	31/12/2021 00:00:00
"Oriente"	"Boyaca Moniquira"	6057.00	"JESUS MARIA"	"PERSONAL"	614597082.58	0.00	54	0.00	31/12/2021 00:00:00
"Oriente"	"Boyaca Moniquira"	6058.00	"LA BELLEZA (SANTANDER)"	"PERSONAL"	784868889.81	1022657.68	80	1.00	31/12/2021 00:00:00
"Oriente"	"Boyaca Moniquira"	6060.00	"LA PAZ (SANTANDER)"	"PERSONAL"	364220105.87	9343471.00	57	3.00	31/12/2021 00:00:00
"Oriente"	"Boyaca Moniquira"	6074.00	"CHIPATA"	"PERSONAL"	396468029.21	4673306.00	28	1.00	31/12/2021 00:00:00
"Oriente"	"Boyaca Moniquira"	6076.00	"SUCRE (SANTANDER)"	"PERSONAL"	396267504.22	0.00	44	0.00	31/12/2021 00:00:00
"Oriente"	"Boyaca Soata"	1506.00	"BOAVITA"	"PERSONAL"	959635898.99	0.00	64	0.00	31/12/2021 00:00:00
"Oriente"	"Boyaca Soata"	1514.00	"CHISCAS"	"PERSONAL"	569654358.88	853851.57	57	1.00	31/12/2021 00:00:00
"Oriente"	"Boyaca Soata"	1518.00	"CHITA"	"PERSONAL"	620129460.83	0.00	67	0.00	31/12/2021 00:00:00
"Oriente"	"Boyaca Soata"	1522.00	"COVARACHIA"	"PERSONAL"	502413054.88	0.00	36	0.00	31/12/2021 00:00:00
"Oriente"	"Boyaca Soata"	1524.00	"EL COCUY"	"PERSONAL"	415986278.32	5246492.45	66	4.00	31/12/2021 00:00:00
"Oriente"	"Boyaca Soata"	1526.00	"EL ESPINO"	"PERSONAL"	483613064.20	2020182.00	48	1.00	31/12/2021 00:00:00
"Oriente"	"Boyaca Soata"	1540.00	"GUICAN"	"PERSONAL"	435659604.22	1751963.00	53	1.00	31/12/2021 00:00:00
"Oriente"	"Boyaca Soata"	1544.00	"LA UVITA"	"PERSONAL"	637697824.24	0.00	53	0.00	31/12/2021 00:00:00
"Oriente"	"Boyaca Soata"	1571.00	"SAN MATEO"	"PERSONAL"	595947968.29	0.00	63	0.00	31/12/2021 00:00:00
"Oriente"	"Boyaca Soata"	1575.00	"SATIVANORTE"	"PERSONAL"	601721753.24	0.00	61	0.00	31/12/2021 00:00:00
"Oriente"	"Boyaca Soata"	1576.00	"SOATA"	"PERSONAL"	2506939761.86	43217539.00	228	7.00	31/12/2021 00:00:00
"Oriente"	"Boyaca Soata"	1582.00	"SUSACON"	"PERSONAL"	429520029.14	0.00	36	0.00	31/12/2021 00:00:00
"Oriente"	"Boyaca Soata"	1586.00	"TIPACOQUE"	"PERSONAL"	202305499.05	0.00	32	0.00	31/12/2021 00:00:00
"Oriente"	"Boyaca Soata"	6033.00	"CAPITANEJO"	"PERSONAL"	873018075.58	11143800.00	99	4.00	31/12/2021 00:00:00
"Oriente"	"Boyaca Soata"	6035.00	"CARCASI"	"PERSONAL"	492924896.00	11481310.00	41	1.00	31/12/2021 00:00:00
"Oriente"	"Boyaca Tunja"	1502.00	"ARCABUCO"	"PERSONAL"	672554526.26	0.00	46	0.00	31/12/2021 00:00:00
"Oriente"	"Boyaca Tunja"	1503.00	"TUNJA"	"PERSONAL"	15537657515.91	277468312.03	950	45.00	31/12/2021 00:00:00
"Oriente"	"Boyaca Tunja"	1535.00	"JENESANO"	"PERSONAL"	702253915.81	0.00	61	0.00	31/12/2021 00:00:00
"Oriente"	"Boyaca Tunja"	1547.00	"NUEVO COLON"	"PERSONAL"	1216868607.79	0.00	106	0.00	31/12/2021 00:00:00
"Oriente"	"Boyaca Tunja"	1563.00	"RAMIRIQUI"	"PERSONAL"	1900439162.87	58837482.71	196	7.00	31/12/2021 00:00:00
"Oriente"	"Boyaca Tunja"	1568.00	"SAMACA"	"PERSONAL"	1898370303.22	12916650.00	196	1.00	31/12/2021 00:00:00
"Oriente"	"Boyaca Tunja"	1585.00	"TIBANA"	"PERSONAL"	842269878.22	0.00	95	0.00	31/12/2021 00:00:00
"Oriente"	"Boyaca Tunja"	1587.00	"TOCA"	"PERSONAL"	370050867.56	2749073.00	45	1.00	31/12/2021 00:00:00
"Oriente"	"Boyaca Tunja"	1589.00	"TURMEQUE"	"PERSONAL"	1432327671.13	4139728.00	121	1.00	31/12/2021 00:00:00
"Oriente"	"Boyaca Tunja"	1593.00	"VENTAQUEMADA"	"PERSONAL"	851399454.48	9673185.00	89	3.00	31/12/2021 00:00:00
"Oriente"	"Boyaca Tunja"	3180.00	"VILLAPINZON"	"PERSONAL"	577563905.74	33680901.00	59	5.00	31/12/2021 00:00:00
"Oriente"	"Casanare"	1554.00	"PAJARITO"	"PERSONAL"	1572502920.62	4485636.00	100	1.00	31/12/2021 00:00:00
